pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Floor Number,Property Age,furnishing,features,ratings,Facing,Overlooking,Possession in
"1 BHK Flat in Hoshangabad Road, Bhopal",Fortune Kasturi,₹20 Lac,"₹4,444 /sqft",Ready To Move,"This 1 bhk apartment is available for sale in fortune kasturi, one of the most prominent projects for flats in hoshangabad road, bhopal. Constructed on a built up area of 450 sq.Ft., the flat comprises 1 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 5th floor of this 6 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The flat will offer a modern lifestyle as it is presented with many of the amenities such as park, visitor parking, lift(s), shopping centre, swimming pool, fitness centre / gym and club house / community center. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.Well maintenance full furnished","Built Up area: 450
(41.81 sq.m.)
Carpet area: 390 sq.ft. (36.23 sq.m.)  
sq.ft.","1 Bedroom , 2 Bathrooms, 2 Balconies with Pooja Room","₹ 20 Lac+ Govt Charges & Tax
@ 4,444 per sq.ft. (Negotiable)","Fortune Kasturi
Hoshangabad Road, Bhopal",5th   of 6 Floors,1 to 5 Year Old    View Construction Status,"['4 Fan', '2 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,,
"3 BHK Flat in Bagmugaliya, Bhopal",Sagar Royal Villas,₹60 Lac,"₹4,615 /sqft",Ready To Move,"Covered campus with families living around , situated at main hoshagabad road behind ashima mall, airy and well ventilated flat with very well maintained campus","Carpet area: 1300
(120.77 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 60 Lac+ Govt Charges & Tax
@ 4,615 per sq.ft. (Negotiable) View Price Details","Sagar Royal Villas
Bagmugaliya, Bhopal",3rd   of 5 Floors,5 to 10 Year Old,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Dining Table', '2 Geyser', '1 Stove', '8 Light', '2 AC', '1 TV', '1 Modular Kitchen', '1 Curtains', '3 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', 'No Chimney', 'No Exhaust Fan', 'No Microwave']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]",,Park/Garden,
"3 BHK Flat in Kolar Road, Bhopal",Ultimate Campus,₹55 Lac,"₹3,928 /sqft",Ready To Move,"We are the proud owners of this 3 bhk apartment available in ultimate campus, kolar road, bhopal. This it is a and the unit is located on 6th floor and has a carpet area of 1400 sq.Ft. . It has 10 bathroom(s). The ownership is freehold type.","Carpet area: 1400
(130.06 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, No Balcony","₹ 55 Lac
@ 3,928 per sq.ft.","Ultimate Campus
Kolar Road, Bhopal",6th   of 6 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 BHK Flat in JK Road, Bhopal",samiddhi sukriti Kaveri society,₹40 Lac,"₹6,666 /sqft",Ready To Move,"This 2 bhk flat is located in samiddhi sukriti kaveri society, which houses some of the most spacious flats in jk road, bhopal. The flat occupies a carpet area of 600 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. This flat is situated on the top floor of this 3 floors tall residential building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move.","Carpet area: 600
(55.74 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 40 Lac
@ 6,666 per sq.ft. (Negotiable)","samiddhi sukriti Kaveri society
JK Road, Bhopal",3rd   of 3 Floors,5 to 10 Year Old,"['2 Bed', '2 Wardrobe', '4 Fan', '1 Geyser', '6 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],[],North,Main Road,
"2 BHK Flat in Jahangirabad, Bhopal",Center Point Jinsi Square,₹22 Lac,"₹4,400 /sqft",Ready To Move,On road appartment in very good condition,"Carpet area: 500
(46.45 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 22 Lac
@ 4,400 per sq.ft. (Negotiable)","Center Point Jinsi Square
Jahangirabad, Bhopal",3rd   of 4 Floors,1 to 5 Year Old,[],"['Lift(s)', 'Maintenance Staff', 'Water Storage']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North,Main Road,
"2 BHK Flat in Punjabi Bagh, Bhopal",Neeti apartment,₹30 Lac,"₹5,454 /sqft",Ready To Move,"Punjabi bagh , rent around 10k per month","Carpet area: 550
(51.1 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 30 Lac
@ 5,454 per sq.ft.","Neeti apartment
Punjabi Bagh, Bhopal",1st   of 1 Floors,5 to 10 Year Old,[],"['Water Storage', 'Visitor Parking']",[],,Main Road,
"2 BHK Flat in Saket Nagar, Bhopal",Ganesh Complex,₹40 Lac,"₹3,333 /sqft",Ready To Move,Good location and low money good enviroment in our area,"Carpet area: 1200
(111.48 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 40 Lac
@ 3,333 per sq.ft. (All inclusive)","Ganesh Complex
Saket Nagar, Bhopal",Ground of 1 Floors,0 to 1 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"1 BHK Flat in Katara Hills, Bhopal",Gauri Shankar Parisar,₹9.5 Lac,"₹2,209 /sqft",Ready To Move,"We are the proud owners of this 1 bhk apartment available in gauri shankar parisar, katara hills, bhopal. This it is a and the unit is located on 3rd floor and has a super built-Up area of 430 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.","Super Built up area 430
(39.95 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 1 Balcony","₹ 9.5 Lac
@ 2,209 per sq.ft.","Gauri Shankar Parisar
Katara Hills, Bhopal",3rd   of 4 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"4 BHK Flat in Chuna Bhatti, Bhopal",Garden Residency,₹75 Lac,"₹4,285 /sqft",Ready To Move,"Flat is spacious, well-Ventilated, filled with natural light and good society","Carpet area: 1750
(162.58 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 75 Lac+ Govt Charges & Tax
@ 4,285 per sq.ft. (Negotiable)","Garden Residency
Chuna Bhatti, Bhopal",4th   of 4 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 BHK Flat in Govindpura, Bhopal",Govind Garden,₹29 Lac,"₹2,636 /sqft",Ready To Move,"Prime location in govind garden, govindpura. Near to upcoming metro line, centrally located to bhopal as well as habibganj railway station. Near to airport, m.P.Nagar, aiims, punjabi bagh etc. Property located on raisen road near roshan hospital.","Carpet area: 1100
(102.19 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 29 Lac
@ 2,636 per sq.ft. (Negotiable)","Govind Garden
Govindpura, Bhopal",2nd   of 4 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 BHK Flat in Zone 1, Bhopal",zone 1 samta saket,₹25 Lac,"₹7,142 /sqft",Ready To Move,It's in heart of city press complex jagah sab kuch hai kahin jane ki zaroorat nhi hai,"Carpet area: 350
(32.52 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 25 Lac
@ 7,142 per sq.ft. (Negotiable)","zone 1 samta saket
Zone 1, Bhopal",2nd   of 5 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"1 BHK Flat in Kolar Road, Bhopal",bda complex salaiya kolar,₹8.5 Lac,₹944 /sqft,Ready To Move,"We are the proud owners of this 1 bhk apartment available in bda complex salaiya kolar, kolar road, bhopal. This it is a and the unit is located on ground floor and has a super built-Up area of 900 sq.Ft. . It has 1 bathroom(s). The ownership is freehold type.","Super Built up area 900
(83.61 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, No Balcony","₹ 8.5 Lac
@ 944 per sq.ft.","bda complex salaiya kolar
Kolar Road, Bhopal",Ground of 4 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 BHK Flat in Shahjahanabad, Bhopal",Garcious Taj Residency,₹25 Lac,"₹4,385 /sqft",Ready To Move,Newly constructed 2bhk flat with car parking in kidwai shahjanabad,"Carpet area: 570
(52.95 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony
View Floor Plan","₹ 25 Lac+ Govt Charges & Tax
@ 4,385 per sq.ft. (All inclusive, Negotiable)","Garcious Taj Residency
Shahjahanabad, Bhopal",2nd   of 4 Floors,0 to 1 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"1 BHK Flat in Salaiya, Bhopal",Bda Apartment,₹8.5 Lac,"₹1,416 /sqft",Ready To Move,"Located in a peaceful yet well-Connected locality, with schools, markets, and public transport within walking distance,","Carpet area: 600
(55.74 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, No Balcony","₹ 8.5 Lac
@ 1,416 per sq.ft. (Negotiable)","Bda Apartment
Salaiya, Bhopal",Ground of 4 Floors,1 to 5 Year Old,"['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",South-West,Park/Garden,
"1 BHK Flat in Gandhinagar, Bhopal",Maharshi Patanjali,₹7 Lac,"₹1,272 /sqft",Ready To Move,"2nd floor, spacious, near balcony opening to nature","Carpet area: 550
(51.1 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 1 Balcony","₹ 7 Lac
@ 1,272 per sq.ft. (All inclusive)","Maharshi Patanjali
Gandhinagar, Bhopal",1st   of 1 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
