pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Floor Number,Facing,Overlooking,Property Age,furnishing,features,ratings,Possession in
"2 BHK Flat in Hoshangabad Road, Bhopal",Lakhumal Nikhil Nestles,₹33 Lac,"₹3,666 /sqft",Ready To Move,"Situated in hoshangabad road, bhopal, lakhumal nikhil nestles is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in bhopal is your opportunity to be a part of this community. The flat is facing the west direction. The flat is over 1200 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the top floor of this 6 floors tall residential building. This 5-10 years old property is available for immediate possession as the project is ready to move. The flat comes well built with marble flooring options. The society is well equipped with many modern amenities, including fitness centre / gym, club house / community center, park, shopping centre, lift(s), security personnel, maintenance staff, water softening plant and visitor parking. The society provides continuous water supply from municipal corporation.","Super Built up area 1200
(111.48 sq.m.)
Carpet area: 900 sq.ft. (83.61 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 33 Lac
@ 3,666 per sq.ft. (Negotiable) View Price Details","Lakhumal Nikhil Nestles
Hoshangabad Road, Bhopal",6th   of 6 Floors,West,"Park/Garden,Club",5 to 10 Year Old,"['2 Fan', '3 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Park', 'Piped-gas', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Katara Hills, Bhopal",Fortune Soumya Atlantis,₹20 Lac,"₹2,923 /sqft",Ready To Move,"Fortune soumya atlantis is one of bhopal's most sought after destination for apartments and this 1 bhk flat in katara hills is your opportunity to be a part of this community. This residential flat is west-Facing direction. The flat occupies a super built up area of 684 sq.Ft. That consists of 1 bedroom, 2 bathrooms and 1 balcony. This flat lies on the 5th level of a 6 storey building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed marble flooring enhances the beauty of the flat. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house / community center, park, grocery shop, lift(s), maintenance staff and visitor parking. Municipal corporation provides a regular supply of water to this residential project.","Super Built up area 684
(63.55 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 20 Lac
@ 2,923 per sq.ft. (Negotiable) View Price Details","Fortune Soumya Atlantis
Katara Hills, Bhopal",5th   of 6 Floors,West,"Park/Garden,Main Road,Club",5 to 10 Year Old    View Construction Status,[],"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Katara Hills, Bhopal",Agrawal Sagar Golden Palm,₹33 Lac,"₹2,750 /sqft",Ready To Move,"Check out this 3 bhk apartment for sale in agrawal sagar golden palm, a popular residential project that houses in-Demand flats in katara hills, bhopal. The flat is west-Facing. The flat is over 1200 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the ground floor of a 6 floors tall building. This is a ready to move project and the property is 5-10 years old. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. All the modern amenities such as swimming pool, fitness centre / gym, club house / community center, park, lift(s), security personnel and maintenance staff will make life easier for you. The residential project is well equipped to meet all your water needs through access to municipal corporation supply.","Super Built up area 1200
(111.48 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 33 Lac
@ 2,750 per sq.ft. (Negotiable) View Price Details","Agrawal Sagar Golden Palm
Katara Hills, Bhopal",Ground of 6 Floors,West,"Park/Garden,Club,Main Road",5 to 10 Year Old,"['1 Water Purifier', '3 Fan', '1 Exhaust Fan', '1 Stove', '1 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Wardrobe', '2 Bed', '1 Sofa', 'No AC', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No TV', 'No Washing Machine']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Bawadia Kalan, Bhopal",Paras Emperor Phase 1,₹1.65 Cr,"₹12,692 /sqft",Ready To Move,"This lovely 3 bhk apartment/flat in bawadia kalan is available for sale in one of bhopal's most popular projects, paras emperor phase 1. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1890 sq.Ft. The property is located on the 11th floor of a 16 floors tall building. This 0-1 year old property is available for immediate possession as the project is ready to move. The society is well equipped with many modern amenities, including swimming pool, club house / community center, fitness centre / gym, park and lift(s).","Super Built up area 1890
(175.59 sq.m.)
Carpet area: 1300 sq.ft. (120.77 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 1.65 Crore
@ 12,692 per sq.ft. View Price Details","Paras Emperor Phase 1
Bawadia Kalan, Bhopal",11st   of 16 Floors,,,0 to 1 Year Old    View Construction Status,"['1 Wardrobe', '2 Fan', '2 Light', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Vijay Nagar, Bhopal",Sai Baba Apartment,₹30 Lac,"₹6,315 /sqft",Ready To Move,Visit once to know the beauty of our apartment,"Carpet area: 475
(44.13 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 30 Lac
@ 6,315 per sq.ft. (All inclusive)","Sai Baba Apartment
Vijay Nagar, Bhopal",2nd   of 2 Floors,North,Park/Garden,5 to 10 Year Old,[],"['Water Storage', 'Park']",[],
"2 BHK Flat in Ayodhya Bypass , Bhopal",Agrawal Sagar Lakeview Homes,₹30 Lac,"₹6,000 /sqft",Ready To Move,"Agrawal sagar lakeview homes is one of bhopal's most sought after destination for apartments and this 2 bhk flat in ayodhya bypass is your opportunity to be a part of this community. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1205 sq.Ft. The property is located on the 2nd floor of a 6 floors tall building. Being a ready to move project, you can expect immediate possession of this 10+ years old property. All the modern amenities such as swimming pool, fitness centre / gym, club house / community center, park and lift(s) will make life easier for you.","Super Built up area 1205
(111.95 sq.m.)
Carpet area: 500 sq.ft. (46.45 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies","₹ 30 Lac+ Govt Charges & Tax
@ 6,000 per sq.ft. (Negotiable)","Agrawal Sagar Lakeview Homes
Ayodhya Bypass , Bhopal",2nd   of 6 Floors,,,10+ Year Old,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"1 BHK Flat in Kolar Road, Bhopal",Sudha Apartment,₹20 Lac,"₹3,076 /sqft",Ready To Move,"We are the proud owners of this 1 bhk apartment available in sudha apartment, kolar road, bhopal. This it is a and the unit is located on 3rd floor and has a super built-Up area of 650 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.","Super Built up area 650
(60.39 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 1 Balcony","₹ 20 Lac
@ 3,076 per sq.ft.","Sudha Apartment
Kolar Road, Bhopal",3rd   of 3 Floors,,,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in New Choksey Nagar, Bhopal",Apartment,₹16 Lac,"₹2,162 /sqft",Ready To Move,Well maintained property full furnished apartment Ready to move Lic se approved With subsidy available,"Carpet area: 740
(68.75 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 16 Lac
@ 2,162 per sq.ft. (Negotiable)","Apartment
New Choksey Nagar, Bhopal",1st   of 3 Floors,,,5 to 10 Year Old,[],[],[],
"3 BHK Flat in Kohefiza, Bhopal",Housing Board Colony,₹46 Lac,"₹5,111 /sqft",Ready To Move,"This property is located at very prime location of kohefize at at sufiya masjid square only 2 min walking distance from sufiya masjid, well maintained apartment with lift , separate 2 wheeler and four wheeler parking","Carpet area: 900
(83.61 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 46 Lac
@ 5,111 per sq.ft. (Negotiable)","Housing Board Colony
Kohefiza, Bhopal",2nd   of 4 Floors,East,Main Road,5 to 10 Year Old,"['1 Water Purifier', '2 Fan', '4 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Maintenance Staff', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Arera Colony, Bhopal",Lala Lajpat Rai Society,₹44 Lac,"₹3,384 /sqft",Ready To Move,"We are the proud owners of this 3 bhk apartment available in lala lajpat rai society, arera colony, bhopal. This it is a and the unit is located on 2nd floor and has a super built-Up area of 1300 sq.Ft. . It has 2 bathroom(s) and 3 balcony(s). The ownership is freehold type.","Super Built up area 1300
(120.77 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 3 Balconies","₹ 44 Lac
@ 3,384 per sq.ft.","Lala Lajpat Rai Society
Arera Colony, Bhopal",2nd   of 4 Floors,,,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Salaiya, Bhopal",Shiva Whispering Woods,₹45 Lac,"₹4,090 /sqft",Ready To Move,3 bhk semi furnished flat available for sale covered campus in salaiya bhopal,"Carpet area: 1100
(102.19 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 3 Balconies","₹ 45 Lac
@ 4,090 per sq.ft. View Price Details","Shiva Whispering Woods
Salaiya, Bhopal",2nd   of 6 Floors,South-West,"Park/Garden,Main Road,Others",1 to 5 Year Old,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Bawadia Kalan, Bhopal",Fortune Signature,₹42 Lac,"₹3,706 /sqft",Ready To Move,2 bhk semi furnished flat available for sale covered campus in bawadiya kalan,"Super Built up area 1133
(105.26 sq.m.)
Carpet area: 750 sq.ft. (69.68 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 42 Lac
@ 3,706 per sq.ft. View Price Details","Fortune Signature
Bawadia Kalan, Bhopal",2nd   of 6 Floors,East,"Club,Pool,Park/Garden,Main Road,Others",1 to 5 Year Old,"['1 Wardrobe', '5 Fan', '6 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Bawadia Kalan, Bhopal",Shiv Aangan,₹50 Lac,"₹3,144 /sqft",Ready To Move,3 bhk semi furnished for sale secured covered campus car parking garden life facilities in shiv aangan campus salaiya bhopal,"Super Built up area 1590
(147.72 sq.m.)
Built Up area: 1190 sq.ft. (110.55 sq.m.)
Carpet area: 1114 sq.ft. (103.49 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 50 Lac+ Govt Charges & Tax
@ 3,144 per sq.ft. View Price Details","Shiv Aangan
Bawadia Kalan, Bhopal",2nd   of 7 Floors,West,"Park/Garden,Main Road,Club,Pool",1 to 5 Year Old    View Construction Status,"['3 Wardrobe', '5 Fan', '2 Geyser', '7 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Gulmohar Colony, Bhopal",Apollo Paradise,₹40 Lac,"₹5,970 /sqft",Ready To Move,"Fully furnished, ready to move in 2bhk with premium interiors.","Super Built up area 1000
(92.9 sq.m.)
Carpet area: 670 sq.ft. (62.25 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 40 Lac+ Govt Charges & Tax
@ 5,970 per sq.ft. (Negotiable) View Price Details","Apollo Paradise
Gulmohar Colony, Bhopal",3rd   of 4 Floors,East,,1 to 5 Year Old    View Construction Status,"['1 Water Purifier', '4 Fan', '1 Fridge', '2 Geyser', '1 Stove', '6 Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Curtains', '2 Bed', '2 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Chimney', 'No Dining Table', 'No Exhaust Fan']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Salaiya, Bhopal",Aakriti Greens,₹30 Lac,"₹2,654 /sqft",Ready To Move,"A beautiful society, spacious corner flat on the first floor","Carpet area: 1130
(104.98 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 30 Lac
@ 2,654 per sq.ft. (Negotiable)","Aakriti Greens
Salaiya, Bhopal",1st   of 6 Floors,,,5 to 10 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Bawadia Kalan, Bhopal",Ikon Kanha Greens,₹31 Lac,"₹2,067 /sqft",Under Construction,Residential apartment for sell.The property has 3 bedrooms with 3 bathrooms .Located in bawadia kalan.Property is built in 1200.00 sq.Ft.(Builtup area) available at an expected price of rs 3100000.Located on 5th floor out of the 7,"Super Built up area 1500
(139.35 sq.m.)
Built Up area: 1200 sq.ft. (111.48 sq.m.)
Carpet area: 800 sq.ft. (74.32 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 31 Lac
@ 2,067 per sq.ft.","Ikon Kanha Greens
Bawadia Kalan, Bhopal",5th   of 7 Floors,,"Park/Garden,Main Road,Club",Under Construction,[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"1 BHK Flat in Kolar Road, Bhopal",Sudha Apartment,₹20 Lac,"₹6,666 /sqft",Ready To Move,"We are the proud owners of this 1 bhk apartment available in sudha apartment, kolar road, bhopal. This it is a and the unit is located on 3rd floor and has a super built-Up area of 300 sq.Ft. . It has 1 bathroom(s) and 2 balcony(s). The ownership is freehold type.","Super Built up area 300
(27.87 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, 2 Balconies","₹ 20 Lac
@ 6,666 per sq.ft.","Sudha Apartment
Kolar Road, Bhopal",3rd   of 3 Floors,,,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Indra Vihar Colony, Bhopal",C -140 Indra,₹38 Lac,"₹3,166 /sqft",Ready To Move,Property is fully furnished having 247 water facility and electricity facility. Surroundings are also very good. Ready to move.,"Carpet area: 1200
(111.48 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 38 Lac+ Govt Charges & Tax
@ 3,166 per sq.ft. (All inclusive, Negotiable) View Price Details","C -140 Indra
Indra Vihar Colony, Bhopal",2nd   of 2 Floors,,,5 to 10 Year Old,"['5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Bawadia Kalan, Bhopal",Aakar Canal Kinship,₹30 Lac,"₹4,000 /sqft",Ready To Move,"Property description: - Its a residential flat Built-Up area 750 sq.Ft. Carpet area 550 sq.Ft. Selling price- 30 lac. Accommodation 2 bedroom, d/d, kitchen , 1 balcony , Toilets 2 toilet Floor 5th floor Furnishing status fully-Furnished Feature covered campus , reserved car parking J.K. Hospital 4.3 km Bansal hospital 4.6 km Aura mall 4.3 km D-Mart -3.5 km Rani kamlapati railway station 8 km Isbt bus stand -8 km Brokerage percentage 2% Location canal kinship Locality salaiya Property code -152 Note: For more properties you can see our whatsapp catalogue","Built Up area: 750
(69.68 sq.m.)
Carpet area: 550 sq.ft. (51.1 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 30 Lac+ Govt Charges & Tax
@ 4,000 per sq.ft. View Price Details","Aakar Canal Kinship
Bawadia Kalan, Bhopal",5th   of 6 Floors,North,,1 to 5 Year Old    View Construction Status,"['2 Bed', '2 Wardrobe', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Mahawadiya, Bhopal",IBD Hallmark Citii,₹21 Lac,"₹1,953 /sqft",Ready To Move,"Property description: - Its a residential flat Super built-Up area 1075 sq.Ft. Carpet area 764 sq.Ft. Selling price- 21 lac. Accommodation 3 bedroom, d/d, kitchen Toilets 2 toilet Floor 3rd floor (Top floor) ( Without lift facility) Furnishing status semi-Furnished Mother teresa school -2 km J.K. Hospital 8.8 km D-Mart kolar -5.4 km Rani kamlapati railway station 14.7 km Isbt bus stand -14.7 km Brokerage percentage 2% Loan facility available Location ibd hallmark city Locality kolar road Property code -176 Note: For more properties you can see our whatsapp catalogue","Super Built up area 1075
(99.87 sq.m.)
Carpet area: 764 sq.ft. (70.98 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony
View Floor Plan","₹ 21 Lac
@ 1,953 per sq.ft. View Price Details","IBD Hallmark Citii
Mahawadiya, Bhopal",3rd   of 3 Floors,North,Main Road,10+ Year Old,"['1 Bed', '1 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Natural Light', 'Airy Rooms']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Hoshangabad Road, Bhopal",Aashima Royal City,₹43 Lac,"₹2,965 /sqft",Ready To Move,"Property description: - Its a residential flat Super built-Up area 1450 sq.Ft. Selling price- 43 lac. Accommodation 3 bedroom, d/d, kitchen, 1 balcony Toilets 2 toilet (1 attached) Floor 5th floor Furnishing status un-Furnished , alloted car parking Feature covered campus Brokerage percentage 2% Location ashima royal city Locality bagmugaliya Property code -75 Note: For more properties you can see our whatsapp catalogue","Super Built up area 1450
(134.71 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 43 Lac
@ 2,965 per sq.ft. View Price Details","Aashima Royal City
Hoshangabad Road, Bhopal",5th   of 6 Floors,North,Others,1 to 5 Year Old,[],"['Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Mahawadiya, Bhopal",IBD Hallmark Citii,₹15 Lac,"₹1,910 /sqft",Ready To Move,"Property description: - Its a residential flat Super built-Up area 785 sq.Ft. Carpet area 545 sq.Ft. Selling price- 15 lac. Accommodation 2 bedroom, d/d, kitchen Toilets 2 toilet Floor 2nd floor ( With lift facility) Furnishing status un-Furnished Mother teresa school -2 km J.K. Hospital 8.8 km D-Mart kolar -5.4 km Rani kamlapati railway station 14.7 km Isbt bus stand -14.7 km Brokerage percentage 2% Location ibd hallmark city Locality kolar road Property code -178 Note: For more properties you can see our whatsapp catalogue",,,,,,,,,[],[],[],
"3 BHK Flat in Hoshangabad Road, Bhopal",Aryavrat British Park,₹36 Lac,"₹2,400 /sqft",Ready To Move,"3 bhk apartment in kenwood towers . This is a township in the name of british park , hoshangabad road, bhopal . This is an integrated township with all amenities. Hafeez contractor is the architect of the property. 35 families are already staying in kenwood towers.","Super Built up area 1690
(157.01 sq.m.)
Carpet area: 1500 sq.ft. (139.35 sq.m.)","3 Bedrooms , 3 Bathrooms, 3 Balconies","₹ 36 Lac
@ 2,400 per sq.ft. (All inclusive)","Aryavrat British Park
Hoshangabad Road, Bhopal",5th   of 10 Floors,North,,1 to 5 Year Old,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Hoshangabad Road, Bhopal",GMR Golden Palm,₹38 Lac,"₹2,814 /sqft",Ready To Move,"Check out this 3 bhk apartment for sale in gmr golden palm, a popular residential project that houses in-Demand flats in hoshangabad road, bhopal. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a carpet area of 1350 sq.Ft. The flat has a total of 6 floors and this property is situated on 2nd floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house / community center, park, grocery shop, cctv surveillance and lift(s), will provide a pleasant living experience for you. Price - 38,00,000/- Lakh (Abhinav group)","Carpet area: 1350
(125.42 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 38 Lac
@ 2,814 per sq.ft. View Price Details","GMR Golden Palm
Hoshangabad Road, Bhopal",2nd   of 6 Floors,,Park/Garden,1 to 5 Year Old,"['2 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Kolar Road, Bhopal",Sarvadharm Colony,₹17 Lac,"₹2,125 /sqft",Ready To Move,"2 bhk flat for sale , sharvdharam colony near vishal mega mart kolar road,ready to move property and other information please call......","Super Built up area 800
(74.32 sq.m.)
Carpet area: 720 sq.ft. (66.89 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies with Others","₹ 17 Lac
@ 2,125 per sq.ft. (Negotiable) View Price Details","Sarvadharm Colony
Kolar Road, Bhopal",2nd   of 3 Floors,North,"Main Road,Others",5 to 10 Year Old,"['1 Bed', '1 Water Purifier', '1 Fan', '1 Geyser', '1 Light', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Water Storage', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 BHK Flat in Salaiya, Bhopal",Ville Panache,₹90 Lac,"₹7,200 /sqft",Ready To Move,Its a fully furnished property with very decent interior.,"Carpet area: 1250
(116.13 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 90 Lac+ Govt Charges & Tax
@ 7,200 per sq.ft.","Ville Panache
Salaiya, Bhopal",1st   of 6 Floors,,,1 to 5 Year Old    View Construction Status,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 BHK Flat in Prabhu Nagar, Bhopal",royal Appartment shaja,₹25 Lac,"₹4,166 /sqft",Ready To Move,2bhk flat sale karna hai new construction hai 4 wheel parking hai lift hai ready to move hai front balcony wala flat hai shahjahabad main ayega near by star shadi hall eight three one nine zero eight seven two eight five,"Carpet area: 600
(55.74 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 25 Lac
@ 4,166 per sq.ft. (Negotiable) View Price Details","royal Appartment shaja
Prabhu Nagar, Bhopal",2nd   of 4 Floors,West,"Park/Garden,Main Road",0 to 1 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",[],
